productId,productname,description,price,demoprice,brand,image,category,subcategory,stock
kb-0041,Radhuni Chicken Masala 20 gm,"Radhuni Chicken Masala mix helps you prepare rich and aromatic Chicken Curry for an appetizing and flavorful dish in an easy manner at the comfort of your home. Serving for 7-8 people, this 20gm convenient pack is ideal for 1 KG size chicken.",5,15,Radhuni,https://lh3.google.com/u/0/d/1WwjxuoPFkZdn0c8M_DYQVKNQEboi8TWU=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0042,Radhuni Mejbani Beef Masala 68 gm,"You can cook the traditional Mejbani Beef of Chittagong at home using Radhuni Mejbani Beef Masala. Just add onions, salt, oil, and Radhuni Mejbani Masala with beef and cook the delicious Mejbani Beef. Easy to cook, healthy to eat.",60,70,Radhuni,https://lh3.google.com/u/0/d/1OiDDA5N6oJaSPYUYiYDnmqm3bBs2J7Uf=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0043,Shan Tandoori Masala 50 gm,"Shan Tandoori Masala is a delicious mix for tandoori style chicken. It is manufactured under the most hygienic conditions consistently to add that perfect, tantalizing and mouthwatering taste to your food.",95,105,Shan,https://lh3.google.com/u/0/d/1SbdOITPVnmPiz-PSewOfYSOIDlmfQuUo=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0044,Shan Sindhi Biryani Masala 60 gm,Shan Sindhi Biryani Mix has a classic blend of traditional Sindhi spices. Provides amazing aroma and special taste to your cuisine. It helps you make delicious and peppery Biryani at home.,95,105,Shan,https://lh3.google.com/u/0/d/1Bo4ld6CYnhCvEBBiPE-IxNZSb8eiGx6X=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0045,Shan Meat Masala 100 gm,Shan meat masala mix helps you prepare flavorsome meat curry for everyday meals. Easy to prepare shan meat masala mix is great for medium meat curry. A simple recipe is provided on the back of the box.,110,120,Shan,https://lh3.google.com/u/0/d/1jmV3zYXT4ejKxrcpt3bBuOgWj5rfBJlu=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0046,Shan Memoni Mutton Biryani 60 gm,Shan Memoni Biryani Mix is a classic blend of rich and aromatic spices. It gives the perfect flavor to meat and enhances the true flavor of biryani It’s very easy to cook and at the same time delights your taste bud.,95,105,Shan,https://lh3.google.com/u/0/d/1CYMzKRq7TUahX7bCWl3mZ_l3z7F3-yHp=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0047,Shan Karachi Beef Biryani Mix 60 gm,Shan Karachi Beef Biryani Mix has a perfect blend of rich and aromatic spices to help you rejoice the traditional taste of Karachi Beef Biryani.,95,105,Shan,https://lh3.google.com/u/0/d/1jotFK4tfh4sbzNct5jsGenQ4v0L4uJd8=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0048,Shan Korma Masala Mix 50 gm,Shan korma mix gives you an authentic and delicious flavor of sub-continental cuisine. Its ingredients have been meticulously selected and blended to ensure the right combination and perfect results every time. Easy to prepare Shan korma mix is great for any korma recipes.,95,105,Shan,https://lh3.google.com/u/0/d/1J0NWn1s_748EHYsbACpdRKJOo2q08SvR=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0049,Shan Chaat Masala 100 gm,"Shan Chat Masala is easy to cook and hard to resist. It is a delicious mix for any kind of chat. It manufactured under the most hygienic conditions consistently to add that perfect, tantalizing and mouthwatering taste to your food. It is a vegetarian product.",110,120,Shan,https://lh3.google.com/u/0/d/122LamPlMelCIDbisIDSzQqSQavEmQEWh=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0050,Shan Achar Gosht 50 gm,Easy to prepare Shan Achar Gosht Curry Mix is great for pickle style eat curry. Simply follow the recipe provided on the back of the box for a delicious Achari Keema dish that your whole family will enjoy! Serve hot with naans or roti.,95,105,Shan,https://lh3.google.com/u/0/d/1RECxg6KNxLhZ3S4r2_ugxJvWEAyrCCXJ=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0051,Tara Baim 500 gm ± 50 gm,Tara Baim,370,380,Krishan Bazar,https://lh3.google.com/u/0/d/145NmSmmZhzig6zK85t0kmap1KNtJ3vvB=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0052,Roshun Chinese 500gm±25gm,Chinese garlic bulbs or roshuns are round with 8-10 cloves centered around a central stalk. The cloves are uniform crescents and can range in color from light gold to white.,87,97,Krishan Bazar,https://lh3.google.com/u/0/d/1LH8LYZZLF62SiGbJuzEHEwUFK7ThPbDH=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0053,Kobutor (Pigeon) 200 ± 20 gm,Kobutor,190,200,Cattle Meat,https://lh3.google.com/u/0/d/1mD_b5voA_UR3mW7Kly3y8DU_uuKeTy_j=w948-h948-p-k-nu-iv1,Cattle Meat,Kobutor,1000
kb-0054,Koral 1kg ± 50gm (Whole),Koral is a saltwater fish in the south-western area of Bangladesh. Koral fish is very famous for its amazing taste.,790,800,Krishan Bazar,https://lh3.google.com/u/0/d/11SrwRtVRlvAo2PpUP59kjaPYlUAZ-taj=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0055,Begun Gol-Beguni (Brinjal Round) 500±30 gm,"Brinjal, is a very low calorie vegetable and has healthy nutrition. Several varieties of Brinjal grown all around the world.",26,36,Krishan Bazar,https://lh3.google.com/u/0/d/14d9jygI2VY7GSVrbfSQ8I0f0se3oYpCM=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0056,Chili (Bombay) 4 pcs,"Chili has lots of variety, Bombay chili is one of them. Bombay chili is much bigger than the normal chili.",9,19,Krishan Bazar,https://lh3.google.com/u/0/d/1FK8QjcjQti2XGJ3YYZtiTrBcz9iPjfae=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0057,Fulkopi - Krishan Bazar Large (Cauliflower) 1 pcs,Cauliflower is rich in nutrition. A beautiful winter vegetable.,14,24,Krishan Bazar,https://lh3.google.com/u/0/d/1czMYtZjQKiTS_w49YZOTsXr3TabQIRKI=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0058,Chichinga (Snake Gourd) 500±30 gm,Snake groud or chichinga is a green colored and 100% fresh as well as chemical free vegetable.,19,29,Krishan Bazar,https://lh3.google.com/u/0/d/1ZGLjRzd1Yj80pra_VSDTm3K75EuXNAB7=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0059,Pabda Fish Processed 500 gm ± 30 gm,"Pabda is considered an excellent source of omega-3 and omega-6 fatty acids, vitamins and minerals.",265,275,Krishan Bazar,https://lh3.google.com/u/0/d/1c7wGZo5Stid8bYCCVt8Zy_6SCMhlRlbi=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0060,Shan Special Bombay Biryani 60 gm,"Shan Special Bombay Biryani mix helps you recreate the authentic traditional taste of Bombay Biryani. It contains the perfect amount of spices which gives you the taste of sub-continental cuisine. It's additionally simple to make at home and has a novel, stand-out taste.",95,105,Shan,https://lh3.google.com/u/0/d/18VFBsGDabxxTPbCrusLfcsSqEtt6L0AB=w948-h948-p-k-nu-iv1,Grocery,Spices & Mixes,1000
kb-0061,Shing Deshi Medium Processed 500 gm (5-6pcs),Shing is a species of catfish that is widely used in Asian curries.,249,259,Krishan Bazar,https://lh3.google.com/u/0/d/1EaYtmHxY-vvivB4rEMP-R0Y-bzvUxx5d=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0062,Koi Processed (Farm) 500 gm ± 50 gm,Koi Processed,209,219,Krishan Bazar,https://lh3.google.com/u/0/d/1yrbEFjLSORbg3TGN8nEEz-FMgIdWKyes=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0063,Telapiya Processed 500gm (1-2 pcs) ± 50gm,Telapiya is a lean source of protein that is also high in several vitamins and minerals.,129,139,Krishan Bazar,https://lh3.google.com/u/0/d/1NLcfpJkfgMzEpRCjkUF0xmv1Rr5RGLAk=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0064,Koral 600gm+ (Whole),Koral is a saltwater fish in the south-western area of Bangladesh. Koral fish is very famous for its amazing taste.,556,566,Krishan Bazar,https://lh3.google.com/u/0/d/1SFTR62XVZd32tWoA5w9HG2Pt170xweGD=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0065,Kacha Pepe (Green Papaya) 1 pc,"Green papaya is locally sourced. Kacha pepe is deliciously sweet with musky undertones and a soft, butter-like consistency.",8,18,Krishan Bazar,https://lh3.google.com/u/0/d/1gJGiupeNAXvND0zRqWx-rG9dJoS4dDGu=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0066,Pangas 1.5 kg ± 100gm,"Pangas fish is a healthy choice for families, especially for those who are concerned about their diet.",289,299,Krishan Bazar,https://lh3.google.com/u/0/d/1eVPgdVFmrsQIpk3U3gbj4vx_6VMo110c=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0067,Begun Lomba - Beguni (Brinjal) 500±30 gm,"Brinjals are mildly sweet, moist and never bitter. The silky flesh is especially tender and will cook quickly. Try begun sliced, brushed with olive oil and salt, and grilled or roasted.",29,39,Krishan Bazar,https://lh3.google.com/u/0/d/1xX_dQNn6yAwmHJElhb_8i_90A2wJUYio=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0068,Rupchanda Soyabean Oil 5 ltr,21 years of heritage. First Vitamin A fortified Soyabean Oil. Increases immunity. Strengthens bone & teeth.,896,906,Rupchanda,https://lh3.google.com/u/0/d/1Fgs-1w8xKkYnnuEs__Mjp8yFoZFeuEUH=w948-h948-p-k-nu-iv1,Grocery,Cooking Oil & Ghee,1000
kb-0069,Broiler Chicken (Without Skin) 1kg ±100gm,Best source of protein for everyday meals.,369,379,Cattle Meat,https://lh3.google.com/u/0/d/1Hu_fJQp2O-Hu6pqdr7xgZi4RQ9oz_wlu=w948-h948-p-k-nu-iv1,Cattle Meat,Chicken,1000
kb-0070,Lau (Bottle Gourd) pcs,"Gourd is yellowish-green vegetable that has white pulp, with white seeds embedded in the spongy flesh. Its water content is 96%.",55,65,Krishan Bazar,https://lh3.google.com/u/0/d/1eB3t8KEuWM-5tKXUQ6RLH7Gx3bY54mVa=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0071,Mola Fish 500 gm ± 10 gm,Mola is very small and can be cooked quickly. Mola fish is very benefitial for health.,222,232,Krishan Bazar,https://lh3.google.com/u/0/d/1bcER6KnLX0iMRKkksTJcV9S1YAdh-ISe=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0072,Shosha (Cucumber) 500±30 gm,"Most people think of cucumbers as vegetables, but they are actually a fruit.Cucumbers are naturally low in calories, carbohydrates, sodium, fat and cholesterol & hydrating properties.",11,21,Krishan Bazar,https://lh3.google.com/u/0/d/1KrjQ6kKa6wt3leCJ1YLDZNqN2UtziC71=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0073,Shol Processed (Whole) 200gm ± 20 gm,"Shol Fish or Snakehead Murrel is a favorite freshwater fish among Bengalis in West Bengal, Assam, and Bangladesh. It's a strong fish with firm meat that goes well in a variety of curries.",110,120,Krishan Bazar,https://lh3.google.com/u/0/d/1hG8kxm6vENGkTJZJM8AaHMUJOEZcEJcH=w948-h948-p-k-nu-iv1,Kachabazar,Fish,1000
kb-0074,Chalkumra (Wax Gourd) 1 pc,Chalkumra provides health benefits ranging from increased energy levels and a sharper mind to smoother digestion and a lower risk of disease.,39,49,Krishan Bazar,https://lh3.google.com/u/0/d/1bJu7rPa247xEA8ASfrS6UOSalEEVafi_=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0075,Roshun Deshi (P) 500gm±25gm,"Deshi Garlic have a characteristic pungent, spicy flavor that mellows and sweetens considerably with cooking.",72,82,Krishan Bazar,https://lh3.google.com/u/0/d/1pCzGfpPp8VOQmj9v-FNknsK3OnxOZVSJ=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0076,Aarong Nazirshail Rice 5 kg,Nazirshail rice is rich in vitamins and minerals. It is also rich in fiber and a good source of energy.,493,503,Aarong,https://lh3.google.com/u/0/d/1pLq5cLDy1BYzD4Be_LOaYG8XoV7vTIiS=w948-h948-p-k-nu-iv1,Grocery,Rice,1000
kb-0077,Kochur Loti (Taro Stolon) 500±30 gm,"The health benefits of taro include its ability to improve digestion, lower your blood sugar levels, prevent certain types of cancers, protect the skin etc.",39,49,Krishan Bazar,https://lh3.google.com/u/0/d/1M9BPutlbnTOy5vXpwQRvGZqywon0qtCS=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0078,Begun Shobuj (Brinjal Round Green) 500gm±30gm,"Brinjal, is a very low calorie vegetable and has healthy nutrition. Several varieties of Brinjal grown all around the world.",29,39,Krishan Bazar,https://lh3.google.com/u/0/d/1q7aARW7Nte3EVFrjNufdfKaf9VxE3JrI=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0079,Pui Shak (Malabar Spinach) 1 bundle,Malabar spinach is so poplular in asian region specially in Bangladesh.,24,34,Krishan Bazar,https://lh3.google.com/u/0/d/158Juey1JRDDuALjYaqiQ_Fa_j3Z49NKs=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
kb-0080,Notun Alu 1kg  ± 50 gm,Notun Alu,15,25,Krishan Bazar,https://lh3.google.com/u/0/d/17Ms8Poj8pyXVHlME3HuFTxYcEjAhKXHa=w948-h948-p-k-nu-iv1,Grocery,Dry veg,1000
kb-0081,Lomba Lebu (Lemon Long) 4 pcs,"Lemons have the same ability to accentuate the flavors of a meal, while adding their own extra zing. Lemons are the best source of vitamins C.",26,36,Krishan Bazar,https://lh3.google.com/u/0/d/1nJRsGwzI6t4ffm0LlwHpHe-cH-yHeqKo=w948-h948-p-k-nu-iv1,Kachabazar,Vegetables,1000
